gcf	og	protocore	tajimas_d	median_length	samples_with	proportion_of_samples_with_gcf_with_og
GCF_8	HOG0010627	False	0.5952333312659691	213.0	8	0.8
GCF_8	HOG0010628	False	-0.212690383062632	1800.0	10	1.0
GCF_8	HOG0010629	False	-0.9049826678467987	1029.0	10	1.0
GCF_8	HOG0010630	True	-0.16057639834183918	3132.0	10	1.0
GCF_8	HOG0012177	False	0.3728673680188389	1236.0	8	0.8
GCF_8	HOG0000650	False	1.1614859499905412	759.0	8	0.8
GCF_8	HOG0010633	False	0.06408540383557916	813	9	0.9
GCF_8	HOG0010634	False	-0.25216459752897175	1188	9	0.9
GCF_8	HOG0010635	False	-0.8889357565860366	954	9	0.9
GCF_8	HOG0012178	False	-1.881644068814408	531.0	8	0.8
GCF_8	HOG0010636	False	-0.3592915364549756	399	9	0.9
GCF_8	HOG0010637	False	-1.5910517843579044	1017	9	0.9
GCF_8	HOG0010638	False	-1.0502846816807268	549.0	8	0.8
GCF_8	HOG0010639	False	-1.1105180705218662	2913.0	8	0.8
GCF_16	HOG0009241	False	-0.5875514184917291	768	9	0.9
GCF_16	HOG0000848	False	0.5901903128927092	1131	9	0.9
GCF_16	HOG0001815	False	2.3403810483840104	909.0	10	1.0
GCF_16	HOG0012026	False	0.5683101577028067	3432	9	0.9
GCF_16	HOG0009479	False	-1.2110034390241005	771	9	0.9
GCF_16	HOG0009243	False	-1.9851351462591524	2508.0	10	1.0
GCF_16	HOG0009244	False	-0.6166700510539556	972.0	10	1.0
GCF_16	HOG0009245	False	0.8672513622320421	1632.0	10	1.0
GCF_16	HOG0009246	False	-1.388180871151897	1824.0	10	1.0
GCF_16	HOG0009247	False	0.15426170723305474	1641.0	10	1.0
GCF_16	HOG0009249	False	0.7556300281826531	1350.0	10	1.0
GCF_16	HOG0009250	False	-0.12972210969827416	324.0	10	1.0
GCF_16	HOG0009251	False	-0.46294443153914105	1239.0	10	1.0
GCF_16	HOG0001816	False	0.23094759936783188	444.0	10	1.0
GCF_16	HOG0009252	True	-1.9869418341774256	786.0	10	1.0
GCF_16	HOG0009253	False	0.19488234733463236	426.0	10	1.0
GCF_16	HOG0012027	False	0.3353789556171541	393	9	0.9
GCF_16	HOG0012028	False	-1.0119529586535911	735	9	0.9
GCF_16	HOG0009254	False	-1.6956462703359676	414.0	10	1.0
GCF_16	HOG0009255	False	-0.950296454500584	3733.5	10	1.0
GCF_16	HOG0009256	False	0.43235608467248665	729.0	10	1.0
GCF_16	HOG0012029	False	0.05421852022783499	1572	9	0.9
GCF_16	HOG0009257	False	1.6354833337031045	1062.0	10	1.0
GCF_16	HOG0009258	False	-0.8975748444239979	693.0	10	1.0
GCF_16	HOG0009259	False	-0.34768455944650034	2005.5	10	1.0
GCF_16	HOG0009260	False	-0.3994742889647756	1302.0	10	1.0
GCF_16	HOG0009261	False	-0.07588526515068325	1014.0	10	1.0
GCF_16	HOG0009262	False	-0.4370478382765758	1614.0	10	1.0
GCF_16	HOG0009263	False	-0.044430010345564444	1581.0	8	0.8
GCF_17	HOG0008828	False	-0.9361287922402841	828	9	0.9
GCF_17	HOG0008829	False	1.379967640934954	1599	9	0.9
GCF_17	HOG0008830	False	-0.7966359740612813	6441	9	0.9
GCF_17	HOG0008831	False	2.266244552218128	363	9	0.9
GCF_17	HOG0008832	False	-1.1494375965189376	972	9	0.9
GCF_17	HOG0008833	False	-1.8226933393409468	1794	9	0.9
GCF_17	HOG0008834	False	-1.1360987325410044	1500.0	10	1.0
GCF_17	HOG0008835	False	-1.1792033386688123	750.0	10	1.0
GCF_17	HOG0008836	False	-0.22507348808990038	1656.0	10	1.0
GCF_17	HOG0008837	False	0.06557816269030495	672.0	10	1.0
GCF_17	HOG0000314	True	-1.600097842646336	7713.0	10	1.0
GCF_17	HOG0001775	False	0.004639339552691444	1191.0	10	1.0
GCF_17	HOG0008838	False	-0.43315308025544813	1323.0	10	1.0
GCF_17	HOG0008839	False	-0.007163730123245936	1611.0	10	1.0
GCF_17	HOG0000465	False	-1.4261842613524336	1776.0	10	1.0
GCF_17	HOG0008840	False	0.09148552947645736	1533.0	10	1.0
GCF_17	HOG0008841	False	0.35587301298378216	6435.0	10	1.0
GCF_17	HOG0008842	False	-2.2984103273344645	2172.0	10	1.0
GCF_17	HOG0008843	False	-2.087876303138694	525.0	10	1.0
GCF_17	HOG0008844	False	-0.8535643964251352	2307.0	10	1.0
GCF_17	HOG0008845	True	0.8601703850514645	3207.0	10	1.0
GCF_17	HOG0008846	False	-1.6361229897673195	3444.0	10	1.0
GCF_17	HOG0008847	False	-0.9361287922402841	1413	9	0.9
GCF_17	HOG0008848	False	0.22864812630923972	2709	9	0.9
GCF_17	HOG0008849	False	-1.948190435445992	3336	9	0.9
GCF_17	HOG0008853	False	0.0500257384476962	2403	9	0.9
GCF_17	HOG0008854	False	0.3270969681325413	900	9	0.9
GCF_9	HOG0010043	False	0.5542621478907033	1458.0	8	0.8
GCF_9	HOG0010044	False	-0.14939668423616975	1431	9	0.9
GCF_9	HOG0010045	False	-0.08187197686814832	2826	9	0.9
GCF_9	HOG0010046	False	-1.942074656071773	1185	9	0.9
GCF_9	HOG0010047	True	-0.2624249332747633	1269	9	0.9
GCF_9	HOG0010048	False	-1.1042788302199096	513	9	0.9
GCF_9	HOG0010049	False	-0.4103137536553775	1269	9	0.9
GCF_9	HOG0010050	False	1.057031586624091	2646	9	0.9
GCF_9	HOG0010052	False	-0.2288390935009643	975	9	0.9
GCF_9	HOG0010053	False	-1.1189776337708703	7509.0	10	1.0
GCF_9	HOG0010054	False	-1.5622175834257224	1488.0	10	1.0
GCF_9	HOG0010055	False	-1.1461187005527391	681.0	10	1.0
GCF_9	HOG0010056	False	-1.4271521347108533	4977.0	10	1.0
GCF_9	HOG0010057	False	-0.6574836000189127	789.0	10	1.0
GCF_9	HOG0010058	False	0.8568493128824463	699.0	10	1.0
GCF_9	HOG0010059	False	-0.967369439476742	435.0	10	1.0
GCF_9	HOG0010060	True	-0.10815874772230784	873.0	10	1.0
GCF_9	HOG0010061	False	-0.12315180021691266	1143.0	10	1.0
GCF_9	HOG0010062	False	-0.4363284673905765	945.0	10	1.0
GCF_9	HOG0010063	False	-1.7320965245070603	955.5	10	1.0
GCF_9	HOG0000545	False	-1.5352465743236958	1323	9	0.9
GCF_9	HOG0012115	False	0.805187051900648	900.0	8	0.8
GCF_9	HOG0001894	False	1.3397334316734368	777	9	0.9
GCF_9	HOG0010064	False	-0.8523519610485933	649.5	8	0.8
GCF_9	HOG0001895	False	-0.9779129892945169	841.5	8	0.8
GCF_9	HOG0012117	False	-0.8733270121883496	969.0	8	0.8
GCF_9	HOG0010065	False	1.0504083381362723	2418.0	8	0.8
GCF_9	HOG0012118	False	0.3513964631059945	1407.0	8	0.8
GCF_9	HOG0000619	False	0.6695397814641575	1885.5	8	0.8
GCF_9	HOG0010066	False	-1.4213012287499904	1131.0	8	0.8
GCF_68	HOG0009341	False	-1.6584452497073405	3246.0	8	0.8888888888888888
GCF_68	HOG0009340	False	-1.3260490877637234	1707.0	8	0.8888888888888888
GCF_68	HOG0009339	False	-1.4921638744134196	1287	9	1.0
GCF_68	HOG0009338	False	-1.7403969470385523	1062	9	1.0
GCF_68	HOG0009337	True	-1.6489778319518307	7866	9	1.0
GCF_68	HOG0009336	False	-1.5405196794766214	966	9	1.0
GCF_68	HOG0012038	False	-0.8634732091177576	4176	9	1.0
GCF_68	HOG0009335	False	-1.4530532585886207	1347	9	1.0
GCF_68	HOG0009334	False	1.5875867128081267	1405.5	8	0.8888888888888888
GCF_18	HOG0006687	False	-0.5730068516060485	5982.0	10	1.0
GCF_18	HOG0006688	False	0.3764389882558426	1896.0	10	1.0
GCF_18	HOG0000558	False	0.27193799299578253	1617.0	10	1.0
GCF_18	HOG0011707	False	-0.24164550651245775	1050	9	0.9
GCF_18	HOG0006689	True	-0.54334761040548	1380.0	10	1.0
GCF_18	HOG0006690	False	1.0693914228520665	1554.0	10	1.0
GCF_18	HOG0011708	False	0.10200477243098285	2130	9	0.9
GCF_18	HOG0006691	False	-1.1509688010648502	1269.0	10	1.0
GCF_18	HOG0006692	False	-0.3548552785569764	1377.0	10	1.0
GCF_18	HOG0006693	False	0.06514639516907156	1779.0	10	1.0
GCF_18	HOG0012503	False	0.28323574901439424	1119.0	8	0.8
GCF_19	HOG0001991	False	-0.4815785489727631	2256.0	8	0.8
GCF_19	HOG0011007	False	-0.9160126952102214	708.0	8	0.8
GCF_19	HOG0001992	False	-1.0893829915981763	1533.0	8	0.8
GCF_19	HOG0001993	False	-1.499049878486036	1195.5	8	0.8
GCF_19	HOG0011008	False	0.02002916881701256	1344.0	8	0.8
GCF_19	HOG0011009	False	-0.4455961624789338	1257	9	0.9
GCF_19	HOG0012247	False	0.5908797576318122	276	9	0.9
GCF_19	HOG0011010	True	-0.24358276082038224	23251.5	10	1.0
GCF_19	HOG0011011	True	-1.7010656074762782	1062.0	10	1.0
GCF_19	HOG0011012	False	-0.8192615776242591	1356.0	10	1.0
GCF_19	HOG0012248	False	-0.04677475113761892	816	9	0.9
GCF_19	HOG0011013	True	-1.7771759482501057	6303.0	10	1.0
GCF_19	HOG0000132	False	-0.46801066690683446	3984.0	10	1.0
GCF_19	HOG0000225	False	-0.8920164424807773	1788	9	0.9
GCF_19	HOG0011014	False	0.1274512701735521	945	9	0.9
GCF_19	HOG0011015	False	-1.3208676538902888	544.5	8	0.8
GCF_19	HOG0011016	False	-0.35350497778430306	1260.0	8	0.8
GCF_19	HOG0001996	False	0.5530691981003809	1491.0	8	0.8
GCF_19	HOG0011017	False	-1.0080393830382197	1617.0	8	0.8
GCF_19	HOG0011018	False	-0.3694627004324962	1098.0	8	0.8
GCF_20	HOG0002697	False	0.07389553279128064	294.0	10	1.0
GCF_20	HOG0002698	False	0.07420562506615598	822.0	10	1.0
GCF_20	HOG0002699	False	-1.1978071252492297	1479.0	10	1.0
GCF_20	HOG0002700	False	-1.5344752646449225	672.0	10	1.0
GCF_20	HOG0002701	False	-1.8096325427779247	693.0	10	1.0
GCF_20	HOG0002702	False	0.08405000699663832	1567.5	10	1.0
GCF_20	HOG0002703	False	0.562890443212565	1164.0	10	1.0
GCF_20	HOG0002704	False	-0.898138997137127	981.0	10	1.0
GCF_20	HOG0002705	False	-0.8421435128970655	1896.0	10	1.0
GCF_20	HOG0012362	False	-1.0642779955802002	954.0	8	0.8
GCF_20	HOG0002706	False	0.6416668203071628	474.0	10	1.0
GCF_20	HOG0002707	True	-1.1330845500040383	3093.0	10	1.0
GCF_20	HOG0002708	False	-0.09441250068170118	1545.0	10	1.0
GCF_20	HOG0002709	False	0.6720985155369511	861.0	10	1.0
GCF_20	HOG0002710	False	-0.2744962552671403	1974.0	10	1.0
GCF_20	HOG0000113	False	-0.714734869004621	3867.0	10	1.0
GCF_20	HOG0002714	False	-1.7774244534423025	3102.0	10	1.0
GCF_20	HOG0011302	False	-1.6152129757710185	1188	9	0.9
GCF_20	HOG0002715	True	-1.4387895123928036	6138.0	10	1.0
GCF_20	HOG0002716	False	-0.4841629530023542	1590.0	10	1.0
GCF_21	HOG0006842	False	0.46592066813281313	582.0	8	0.8
GCF_21	HOG0006843	False	2.1445017854834174	270	9	0.9
GCF_21	HOG0001600	False	1.4124271628670322	1092	9	0.9
GCF_21	HOG0000560	False	0.1127792520703881	1716	9	0.9
GCF_21	HOG0006844	False	0.5571013625039334	1086	9	0.9
GCF_21	HOG0006845	False	-0.3772784920738099	954.0	10	1.0
GCF_21	HOG0006846	False	0.12516781370436525	1017.0	10	1.0
GCF_21	HOG0006847	False	-2.0964211390939447	2586.0	10	1.0
GCF_21	HOG0006848	False	-2.3883471753597316	1458.0	10	1.0
GCF_21	HOG0012508	False	-0.5606782959956033	1107.0	8	0.8
GCF_21	HOG0000021	False	-0.5396487117201562	1587	9	0.9
GCF_21	HOG0006849	False	-0.381292942940334	1630.5	10	1.0
GCF_21	HOG0011728	False	-0.7939364385412693	1173	9	0.9
GCF_21	HOG0011729	False	-1.845133977997945	1356	9	0.9
GCF_21	HOG0006850	False	-1.8458035719023518	1092.0	10	1.0
GCF_21	HOG0011730	False	-0.2848837455098665	654	9	0.9
GCF_21	HOG0006851	True	-0.8438762676353654	927.0	10	1.0
GCF_21	HOG0006852	True	-0.7307464600967564	600.0	10	1.0
GCF_21	HOG0006853	True	-0.9415852924228612	720.0	10	1.0
GCF_21	HOG0012509	True	-0.471879025420406	840.0	8	0.8
GCF_21	HOG0006854	True	-1.7439456562842721	987.0	10	1.0
GCF_21	HOG0011731	True	-1.8465886960720277	852	9	0.9
GCF_21	HOG0006855	False	-1.5283821017667725	669.0	10	1.0
GCF_21	HOG0011732	False	-1.1679018055639059	1035	9	0.9
GCF_21	HOG0006856	False	-0.2979700819431702	726.0	10	1.0
GCF_21	HOG0011733	False	0.4761335793069586	1287	9	0.9
GCF_21	HOG0000013	False	-1.8601358248607405	4347.0	10	1.0
GCF_21	HOG0012510	False	-0.171969024259501	525.0	8	0.8
GCF_21	HOG0011734	False	-0.2555337721894	642	9	0.9
GCF_21	HOG0011735	False	-0.042559286207569005	2337	9	0.9
GCF_21	HOG0006857	False	-1.1993817137826719	1500.0	8	0.8
GCF_21	HOG0006858	False	-1.701182071777139	340.5	8	0.8
GCF_21	HOG0000404	False	0.1780955729444154	1239.0	8	0.8
GCF_22	HOG0007233	False	1.0087119182273017	1446	9	0.9
GCF_22	HOG0007234	False	-1.9799104638551355	1635	9	0.9
GCF_22	HOG0007235	False	-0.5561452825472981	942	9	0.9
GCF_22	HOG0007236	False	-0.7892627859401223	2349	9	0.9
GCF_22	HOG0007237	False	-1.115363571761106	804	9	0.9
GCF_22	HOG0007238	True	-1.700287503124155	615.0	10	1.0
GCF_22	HOG0007239	False	0.5855422708549355	3534.0	10	1.0
GCF_22	HOG0007240	False	-0.6811535786615474	1795.5	10	1.0
GCF_22	HOG0000332	False	0.1835268784769481	1017	9	0.9
GCF_22	HOG0007241	False	-1.6998780579732693	813.0	8	0.8
GCF_22	HOG0007242	False	-1.4846556509932232	615.0	8	0.8
GCF_22	HOG0007243	False	-1.6878176374478218	1425.0	8	0.8
GCF_69	HOG0005896	False	0.21727070184759706	2199	7	0.875
GCF_69	HOG0005897	False	0.2554585423328632	1149	7	0.875
GCF_69	HOG0005898	False	-0.17256787503522214	888	7	0.875
GCF_69	HOG0005899	False	-0.5390523381381198	1215	7	0.875
GCF_69	HOG0005900	False	-1.6279886484447155	873	7	0.875
GCF_69	HOG0005901	True	-1.2765359842385582	1110	7	0.875
GCF_69	HOG0000342	False	-0.7495729078926396	1005	7	0.875
GCF_23	HOG0008911	False	-1.1093432271047337	2496.0	10	1.0
GCF_23	HOG0008913	False	0.531765783469202	4006.5	10	1.0
GCF_23	HOG0008914	False	0.7291210681350997	696.0	10	1.0
